School Name,School Type,School Level,Title 1 Eligible,Phone Number,Phone Type,Language,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,Share Name,Answers Created At, Feedback,
School 8,,High School,TRUE,203-902-997,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:12,4,
School 8,,High School,TRUE,118-083-757,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:46,4,
School 8,,High School,TRUE,212-681-636,landline,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 19:00,4,
School 8,,High School,TRUE,493-445-220,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:02,4,
School 8,,High School,TRUE,622-906-777,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 17:34,4,
School 8,,High School,TRUE,651-960-873,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:03,4,
School 8,,High School,TRUE,208-594-408,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:18,4,
School 8,,High School,TRUE,553-135-982,landline,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 14:46,4,
School 8,,High School,TRUE,696-489-180,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:48,4,
School 8,,High School,TRUE,948-844-079,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 18:05,4,
School 8,,High School,TRUE,854-575-806,landline,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 19:18,4,
School 8,,High School,TRUE,856-494-728,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:31,4,
School 8,,High School,TRUE,510-699-280,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:13,4,
School 8,,High School,TRUE,417-724-020,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:05,4,
School 8,,High School,TRUE,454-952-015,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 18:14,4,
School 8,,High School,TRUE,501-166-812,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 15:10,4,
School 8,,High School,TRUE,918-876-509,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,1,0,TRUE,1/31/23 21:17,4,
School 8,,High School,TRUE,497-593-572,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 18:25,4,
School 8,,High School,TRUE,835-568-984,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:02,4,
School 8,,High School,TRUE,660-936-162,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 17:39,4,
School 8,,High School,TRUE,970-097-748,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,2/1/23 10:34,4,
School 8,,High School,TRUE,559-484-222,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,2/1/23 11:47,4,
School 8,,High School,TRUE,449-815-436,landline,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,2/1/23 14:16,4,
School 8,,High School,TRUE,314-007-211,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:09,4,
School 8,,High School,TRUE,213-347-583,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:06,4,
School 8,,High School,TRUE,685-815-914,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:18,4,
School 8,,High School,TRUE,987-583-010,mobile,English,0,0,0,0,0,0,0,0,0,0,2,0,0,0,TRUE,1/31/23 16:05,4,
School 8,,High School,TRUE,600-529-209,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:06,4,
School 8,,High School,TRUE,435-235-912,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 19:40,4,
School 8,,High School,TRUE,795-311-947,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 15:04,4,
School 8,,High School,TRUE,228-081-247,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 18:12,4,
School 8,,High School,TRUE,192-808-113,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:26,4,
School 8,,High School,TRUE,448-263-064,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:07,4,
School 8,,High School,TRUE,283-263-081,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 18:27,4,
School 8,,High School,TRUE,791-472-199,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:06,4,
School 8,,High School,TRUE,256-700-465,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 18:21,4,
School 8,,High School,TRUE,103-062-149,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 17:23,4,
School 8,,High School,TRUE,552-795-948,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:03,4,
School 8,,High School,TRUE,809-456-730,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:06,4,
School 8,,High School,TRUE,200-846-043,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 14:59,4,
School 8,,High School,TRUE,826-753-928,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:04,4,
School 8,,High School,TRUE,578-878-965,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 18:26,4,
School 8,,High School,TRUE,814-495-813,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:10,4,
School 8,,High School,TRUE,238-781-090,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 14:38,4,
School 8,,High School,TRUE,259-132-020,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:12,4,
School 8,,High School,TRUE,857-797-738,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:01,4,
School 8,,High School,TRUE,621-560-243,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:34,4,
School 8,,High School,TRUE,260-891-629,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 17:05,4,
School 8,,High School,TRUE,975-999-586,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 14:34,4,
School 8,,High School,TRUE,598-805-636,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 17:03,4,
School 8,,High School,TRUE,901-945-072,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 20:42,4,
School 8,,High School,TRUE,122-999-039,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:03,4,
School 8,,High School,TRUE,388-069-139,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:40,4,
School 8,,High School,TRUE,129-434-923,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 15:17,4,
School 8,,High School,TRUE,446-549-221,landline,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 15:19,4,
School 8,,High School,TRUE,508-143-603,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:42,4,
School 8,,High School,TRUE,269-937-375,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:06,4,
School 8,,High School,TRUE,379-937-445,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,2/1/23 3:05,4,
School 8,,High School,TRUE,520-905-163,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:00,4,
School 8,,High School,TRUE,351-553-914,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:38,4,
School 8,,High School,TRUE,296-412-283,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 18:04,4,
School 8,,High School,TRUE,435-745-629,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 18:08,4,
School 8,,High School,TRUE,497-565-446,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:21,4,
School 8,,High School,TRUE,698-323-976,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:20,4,
School 8,,High School,TRUE,514-881-672,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,2/1/23 6:20,4,
School 8,,High School,TRUE,996-877-490,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,2/1/23 6:22,4,
School 8,,High School,TRUE,994-539-442,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,2/1/23 3:05,4,
School 8,,High School,TRUE,397-269-852,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:02,4,
School 8,,High School,TRUE,663-847-617,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:16,4,
School 8,,High School,TRUE,109-378-660,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:05,4,
School 8,,High School,TRUE,533-501-038,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 19:19,4,
School 8,,High School,TRUE,529-444-510,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:02,4,
School 8,,High School,TRUE,797-068-267,undefined,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 15:12,4,
School 8,,High School,TRUE,262-134-269,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:32,4,
School 8,,High School,TRUE,285-833-941,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 17:21,4,
School 8,,High School,TRUE,595-698-323,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 15:36,4,
School 8,,High School,TRUE,243-860-128,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:03,4,
School 8,,High School,TRUE,683-321-013,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 17:36,4,
School 8,,High School,TRUE,477-161-186,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 14:44,4,
School 8,,High School,TRUE,777-554-050,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:41,4,
School 8,,High School,TRUE,853-392-165,landline,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 14:40,4,
School 8,,High School,TRUE,386-357-944,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:12,4,
School 8,,High School,TRUE,408-777-195,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:02,4,
School 8,,High School,TRUE,251-841-485,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 18:40,4,
School 8,,High School,TRUE,192-719-383,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:44,4,
School 8,,High School,TRUE,302-725-484,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:36,4,
School 8,,High School,TRUE,767-790-664,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 17:19,4,
School 8,,High School,TRUE,924-694-071,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:06,4,
School 8,,High School,TRUE,796-775-505,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:59,4,
School 8,,High School,TRUE,649-393-597,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 14:58,4,
School 8,,High School,TRUE,805-319-408,landline,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 15:40,4,
School 8,,High School,TRUE,776-538-075,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:18,4,
School 8,,High School,TRUE,333-024-591,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 14:37,4,
School 8,,High School,TRUE,307-133-460,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:02,4,
School 8,,High School,TRUE,604-227-730,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:05,4,
School 8,,High School,TRUE,182-518-820,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 18:46,4,
School 8,,High School,TRUE,120-695-115,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:32,4,
School 8,,High School,TRUE,879-435-007,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 20:16,4,
School 8,,High School,TRUE,852-013-489,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:28,4,
School 8,,High School,TRUE,821-256-081,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:02,4,
School 8,,High School,TRUE,675-313-042,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:42,4,
School 8,,High School,TRUE,514-868-034,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:02,4,
School 8,,High School,TRUE,744-389-422,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,1,TRUE,1/31/23 16:17,4,
School 8,,High School,TRUE,296-189-395,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:06,4,
School 8,,High School,TRUE,115-147-047,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,2/1/23 6:20,4,
School 8,,High School,TRUE,477-359-310,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,2/1/23 7:52,4,
School 8,,High School,TRUE,609-858-854,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,2/1/23 9:44,4,
School 8,,High School,TRUE,630-055-236,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,2/1/23 6:31,4,
School 8,,High School,TRUE,799-069-287,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,2/1/23 11:59,4,
School 8,,High School,TRUE,911-217-053,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:25,4,
School 8,,High School,TRUE,709-864-165,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:21,4,
School 8,,High School,TRUE,848-955-062,landline,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 14:47,4,
School 8,,High School,TRUE,797-480-790,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 14:38,ALL,
School 8,,High School,TRUE,465-888-695,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:06,ALL,
School 8,,High School,TRUE,631-914-567,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:02,ALL,
School 8,,High School,TRUE,993-915-307,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:02,ALL,
School 8,,High School,TRUE,283-460-366,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 14:52,ALL,
School 8,,High School,TRUE,473-950-836,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 17:05,ALL,
School 8,,High School,TRUE,481-249-655,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,2/1/23 3:36,ALL,
School 8,,High School,TRUE,838-345-087,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:10,ALL,
School 8,,High School,TRUE,833-691-712,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:01,ALL,
School 8,,High School,TRUE,191-850-779,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:04,ALL,
School 8,,High School,TRUE,533-816-584,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,2/1/23 3:36,ALL,
School 8,,High School,TRUE,254-462-415,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 14:58,Blank,
School 8,,High School,TRUE,203-281-203,landline,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 19:23,Blank,
School 8,,High School,TRUE,729-035-389,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 14:36,Blank,
School 8,,High School,TRUE,697-184-629,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 22:52,Blank,
School 8,,High School,TRUE,126-268-145,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:10,Blank,
School 8,,High School,TRUE,513-983-209,landline,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 20:49,Blank,
School 8,,High School,TRUE,983-906-201,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 15:55,Blank,
School 8,,High School,TRUE,649-474-362,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:21,Blank,
School 8,,High School,TRUE,923-734-669,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 14:42,Blank,
School 8,,High School,TRUE,906-141-873,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 14:36,Blank,
School 8,,High School,TRUE,912-693-733,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 14:36,Blank,
School 8,,High School,TRUE,706-013-437,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:09,Blank,
School 8,,High School,TRUE,632-140-361,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 18:07,Blank,
School 8,,High School,TRUE,649-625-557,landline,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,2/1/23 7:20,Blank,
School 8,,High School,TRUE,762-276-847,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,2/1/23 18:00,Blank,
School 8,,High School,TRUE,908-226-713,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 14:44,NA,Meaningful Work
School 8,,High School,TRUE,245-066-813,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:02,NA,
School 8,,High School,TRUE,333-781-535,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,2/1/23 5:48,NONE,
School 8,,High School,TRUE,580-556-301,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,2/1/23 8:20,NONE,
School 8,,High School,TRUE,554-592-753,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:05,OPT OUT,
School 8,,High School,TRUE,682-824-358,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:11,Other,Later school start time
School 8,,High School,TRUE,598-803-422,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 14:31,Other,Later school start time
School 8,,High School,TRUE,993-791-610,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:11,Other,
School 8,,High School,TRUE,988-594-450,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 14:31,Other,
School 8,,High School,TRUE,784-547-996,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 14:44,Other,
School 9,Public Charter,K-8,TRUE,194-191-704,mobile,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,1/31/23 15:51,1,
School 9,Public Charter,K-8,TRUE,663-383-314,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 18:22,1,
School 9,Public Charter,K-8,TRUE,820-289-175,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 15:56,1,
School 9,Public Charter,K-8,TRUE,759-293-699,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 15:51,1,
School 9,Public Charter,K-8,TRUE,530-235-334,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 17:57,2,
School 9,Public Charter,K-8,TRUE,928-114-081,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 15:51,2,
School 9,Public Charter,K-8,TRUE,477-006-702,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 22:15,2,
School 9,Public Charter,K-8,TRUE,149-562-053,mobile,English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,2/1/23 11:01,2,
School 9,Public Charter,K-8,TRUE,501-157-328,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,2/1/23 9:09,2,
School 9,Public Charter,K-8,TRUE,317-504-031,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 16:03,2,
School 9,Public Charter,K-8,TRUE,398-865-076,landline,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 15:32,2,
School 9,Public Charter,K-8,TRUE,636-150-625,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 16:49,2,
School 9,Public Charter,K-8,TRUE,906-260-456,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 17:26,2,
School 9,Public Charter,K-8,TRUE,281-137-229,mobile,English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,1/31/23 15:51,2,
School 9,Public Charter,K-8,TRUE,709-054-519,mobile,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,1/31/23 15:51,2,
School 9,Public Charter,K-8,TRUE,885-276-754,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 18:22,2,
School 9,Public Charter,K-8,TRUE,444-537-196,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 18:06,3,
School 9,Public Charter,K-8,TRUE,812-897-819,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 17:57,3,
School 9,Public Charter,K-8,TRUE,779-032-381,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 15:51,3,
School 9,Public Charter,K-8,TRUE,806-609-570,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 22:15,3,
School 9,Public Charter,K-8,TRUE,892-104-231,mobile,English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,2/1/23 11:01,3,
School 9,Public Charter,K-8,TRUE,544-186-922,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,2/1/23 9:09,3,
School 9,Public Charter,K-8,TRUE,956-288-764,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 18:22,3,
School 9,Public Charter,K-8,TRUE,692-583-957,mobile,English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,1/31/23 17:23,4,
School 9,Public Charter,K-8,TRUE,216-983-985,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:00,4,
School 9,Public Charter,K-8,TRUE,115-786-787,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 15:51,4,
School 9,Public Charter,K-8,TRUE,923-359-971,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 15:56,4,
School 9,Public Charter,K-8,TRUE,952-533-812,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 16:03,4,
School 9,Public Charter,K-8,TRUE,330-170-211,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 15:51,4,
School 9,Public Charter,K-8,TRUE,446-580-415,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 22:15,4,
School 9,Public Charter,K-8,TRUE,675-185-434,landline,English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,1/31/23 14:40,ALL,
School 9,Public Charter,K-8,TRUE,794-443-163,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 15:53,Blank,
School 9,Public Charter,K-8,TRUE,429-425-139,mobile,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,2/1/23 3:58,Blank,
School 9,Public Charter,K-8,TRUE,163-698-070,mobile,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,2/1/23 3:58,Blank,
School 9,Public Charter,K-8,TRUE,304-977-837,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 18:21,NA,Internet Access
School 9,Public Charter,K-8,TRUE,247-241-531,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 15:50,NA,
School 9,Public Charter,K-8,TRUE,587-251-559,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 18:21,Other,
School 10,Public,6-12,TRUE,985-763-262,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 15:58,1,
School 10,Public,6-12,TRUE,523-602-024,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,2/1/23 17:55,1,
School 10,Public,6-12,TRUE,780-885-582,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 15:56,1,
School 10,Public,6-12,TRUE,883-396-688,mobile,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,1/31/23 15:57,1,
School 10,Public,6-12,TRUE,905-453-574,mobile,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,1/31/23 15:58,1,
School 10,Public,6-12,TRUE,327-528-394,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 15:58,1,
